city,state,avg_aqi,max_aqi,pct_bad_days,pct_crisis_days,aqi_volatility,winter_avg_aqi,summer_avg_aqi,monsoon_avg_aqi,winter_pct_bad_days,first_year,last_year,early_aqi,recent_aqi,aqi_change,trend_direction,state_population,population_millions,total_vehicles,vehicles_per_1000_people,pct_ev_vehicles,pct_motor_cars,respiratory_cases,respiratory_deaths,case_fatality_rate,total_monitoring_days,data_reliability,aqi_severity_score,market_attractiveness_score,health_impact_score,urgency_score,composite_priority_score,priority_tier,estimated_annual_health_cost,addressable_households
Raichur,Karnataka,93.9,390.0,0.48,0.1,36.8,114.3,89.5,75.1,1.05,2020,2025,129.9,122.4,-7.5,Stable,36658666.666666664,36.66,444335.0,12.12,6.65,15.97,2567.0,21.0,0.82,1046,High,20.1,43.8,70.0,10.5,31.1,Tier 3 - Future Opportunity,16069420.0,0.0
Bidar,Karnataka,83.1,437.0,1.09,0.12,37.3,102.1,82.9,54.0,2.71,2021,2025,82.8,75.1,-7.7,Stable,36658666.666666664,36.66,444335.0,12.12,6.65,15.97,2567.0,21.0,0.82,823,Medium,19.0,43.8,70.0,11.4,31.0,Tier 3 - Future Opportunity,14221180.0,0.0
Maihar,Madhya Pradesh,55.9,262.0,0.3,0.0,26.3,65.7,57.0,41.9,0.62,2019,2025,68.1,49.8,-18.3,Stable,29831000.0,29.83,392176.0,13.15,4.77,13.24,6654.0,38.0,0.57,1662,High,12.8,35.9,100.0,10.3,31.0,Tier 3 - Future Opportunity,24797240.0,0.0
Dindigul,Tamil Nadu,93.9,352.0,11.81,3.7,75.6,140.3,85.4,45.9,26.32,2022,2025,90.3,80.4,-9.9,Stable,46665333.333333336,46.67,538553.0,11.54,4.84,13.38,149.0,0.0,0.0,432,Low,32.4,52.7,3.2,23.2,30.8,Tier 3 - Future Opportunity,932740.0,0.0
Tensa,Odisha,94.8,337.0,4.41,0.38,48.6,121.4,94.9,57.6,8.07,2022,2025,129.0,103.8,-25.2,Improving,10472666.666666666,10.47,209524.0,20.01,5.65,9.03,1244.0,10.0,0.8,794,Medium,24.1,15.3,100.0,14.0,30.8,Tier 3 - Future Opportunity,7862080.0,0.0
Vatva,Gujarat,119.5,380.0,9.72,0.91,55.1,151.8,113.4,93.6,20.2,2019,2025,134.0,102.1,-31.9,Improving,44945000.0,44.95,431724.0,9.61,2.63,20.71,468.0,1.0,0.21,2202,High,30.8,53.8,10.4,20.1,30.8,Tier 3 - Future Opportunity,3728400.0,0.0
Belgaum,Karnataka,68.8,248.0,1.31,0.0,38.3,91.9,53.9,56.5,3.22,2022,2025,91.0,45.2,-45.9,Improving,36658666.666666664,36.66,444335.0,12.12,6.65,15.97,2567.0,21.0,0.82,841,Medium,17.4,43.8,70.0,11.6,30.4,Tier 3 - Future Opportunity,11773973.0,0.0
Chhal,Chhattisgarh,75.1,246.0,1.03,0.0,36.3,83.3,82.5,52.4,0.0,2023,2025,65.5,72.5,7.0,Stable,10718666.666666666,10.72,177100.0,16.52,3.88,11.14,3495.0,17.0,0.49,677,Medium,17.7,16.2,100.0,20.0,30.2,Tier 3 - Future Opportunity,17498300.0,0.0
Korba,Chhattisgarh,73.2,218.0,0.8,0.0,35.0,84.8,84.9,43.1,1.04,2022,2025,91.3,94.8,3.4,Stable,10718666.666666666,10.72,177100.0,16.52,3.88,11.14,3495.0,17.0,0.49,876,Medium,17.1,16.2,100.0,20.5,30.2,Tier 3 - Future Opportunity,17055600.0,0.0
Bhilai,Chhattisgarh,70.2,266.0,1.02,0.0,34.8,94.8,59.9,51.2,2.56,2021,2025,64.8,68.4,3.6,Stable,10718666.666666666,10.72,177100.0,16.52,3.88,11.14,3495.0,17.0,0.49,979,Medium,16.7,16.2,100.0,21.3,30.2,Tier 3 - Future Opportunity,16356600.0,0.0
Haveri,Karnataka,67.8,262.0,1.35,0.0,34.5,90.1,59.3,55.0,4.1,2022,2025,67.2,55.0,-12.2,Stable,36658666.666666664,36.66,444335.0,12.12,6.65,15.97,2567.0,21.0,0.82,816,Medium,16.5,43.8,70.0,12.1,30.2,Tier 3 - Future Opportunity,11602840.0,0.0
Hubballi,Karnataka,74.5,314.0,0.58,0.05,34.7,91.6,73.8,56.3,1.09,2018,2025,95.0,47.7,-47.3,Improving,36658666.666666664,36.66,444335.0,12.12,6.65,15.97,2567.0,21.0,0.82,2071,High,17.1,43.8,70.0,10.5,30.1,Tier 3 - Future Opportunity,12749433.0,0.0
Gandhi Nagar,Gujarat,88.9,305.0,1.43,0.04,39.2,105.8,94.4,65.9,2.74,2019,2025,83.0,97.4,14.4,Stable,44945000.0,44.95,431724.0,9.61,2.63,20.71,468.0,1.0,0.21,2234,High,20.3,53.8,10.4,31.4,30.0,Tier 4 - Low Priority,2773680.0,0.0
Koppal,Karnataka,69.0,384.0,0.23,0.08,30.8,80.2,69.2,55.2,0.21,2020,2025,96.2,53.0,-43.1,Improving,36658666.666666664,36.66,444335.0,12.12,6.65,15.97,2567.0,21.0,0.82,1290,High,15.5,43.8,70.0,10.1,29.4,Tier 4 - Low Priority,11808200.0,0.0
Chikkaballapur,Karnataka,65.7,207.0,0.09,0.0,32.3,83.0,66.6,47.2,0.13,2018,2025,67.3,63.0,-4.3,Stable,36658666.666666664,36.66,444335.0,12.12,6.65,15.97,2567.0,21.0,0.82,2319,High,15.3,43.8,70.0,10.1,29.3,Tier 4 - Low Priority,11243460.0,0.0
Nandesari,Gujarat,116.1,348.0,10.48,0.86,65.5,86.8,123.7,141.8,1.61,2020,2025,157.2,64.7,-92.5,Improving,44945000.0,44.95,431724.0,9.61,2.63,20.71,468.0,1.0,0.21,935,Medium,32.8,53.8,10.4,10.8,29.2,Tier 4 - Low Priority,3622320.0,0.0
Sivasagar,Assam,47.3,91.0,0.0,0.0,17.4,54.3,49.0,36.1,0.0,2022,2025,35.2,54.3,19.2,Stable,6789666.666666667,6.79,154288.0,22.72,2.51,10.28,9886.0,83.0,0.84,961,Medium,9.8,12.3,100.0,30.0,29.0,Tier 4 - Low Priority,31173853.0,0.0
Mandi Gobindgarh,Punjab,143.4,500.0,22.44,3.9,78.9,178.6,141.7,110.9,37.34,2017,2025,216.6,127.1,-89.4,Improving,15280000.0,15.28,175469.0,11.48,3.8,24.17,5.0,3.0,60.0,2669,High,43.9,25.6,0.3,28.7,29.0,Tier 4 - Low Priority,47800.0,339556.0
Dharwad,Karnataka,72.9,295.0,0.28,0.0,22.8,81.3,72.3,63.3,0.43,2022,2025,142.7,66.4,-76.3,Improving,36658666.666666664,36.66,444335.0,12.12,6.65,15.97,2567.0,21.0,0.82,703,Medium,14.4,43.8,70.0,10.2,29.0,Tier 4 - Low Priority,12475620.0,0.0
Visakhapatnam,Andhra Pradesh,111.7,500.0,8.26,0.64,54.0,146.6,96.5,92.8,20.79,2016,2025,97.6,118.8,21.2,Worsening,24383666.666666668,24.38,210265.0,8.62,4.24,10.07,216.0,1.0,0.46,2955,High,29.0,28.9,8.9,40.4,28.8,Tier 4 - Low Priority,1608480.0,0.0
Silchar,Assam,47.5,89.0,0.0,0.0,12.7,51.7,47.8,42.9,0.0,2023,2025,36.7,55.7,19.1,Stable,6789666.666666667,6.79,154288.0,22.72,2.51,10.28,9886.0,83.0,0.84,795,Medium,8.9,12.3,100.0,30.0,28.7,Tier 4 - Low Priority,31305667.0,0.0
Hyderabad,Telangana,90.0,443.0,1.01,0.05,40.6,117.3,87.1,66.1,1.33,2015,2025,100.7,85.5,-15.2,Stable,22761000.0,22.76,,,,,42.0,1.0,2.38,3668,High,20.5,72.8,1.8,10.7,28.3,Tier 4 - Low Priority,252000.0,0.0
Vijayapura,Karnataka,53.6,192.0,0.0,0.0,20.6,54.6,55.0,51.2,0.0,2020,2025,68.2,47.0,-21.2,Improving,36658666.666666664,36.66,444335.0,12.12,6.65,15.97,2567.0,21.0,0.82,1644,High,11.3,43.8,70.0,10.0,27.9,Tier 4 - Low Priority,9172747.0,0.0
Mysuru,Karnataka,51.5,217.0,0.05,0.0,18.1,59.1,51.6,43.2,0.0,2019,2025,55.4,50.7,-4.8,Stable,36658666.666666664,36.66,444335.0,12.12,6.65,15.97,2567.0,21.0,0.82,1896,High,10.5,43.8,70.0,10.0,27.6,Tier 4 - Low Priority,8813367.0,0.0
Shivamogga,Karnataka,55.2,251.0,0.13,0.0,15.4,59.2,57.5,47.6,0.0,2020,2025,73.4,53.9,-19.5,Stable,36658666.666666664,36.66,444335.0,12.12,6.65,15.97,2567.0,21.0,0.82,1575,High,10.5,43.8,70.0,10.0,27.6,Tier 4 - Low Priority,9446560.0,0.0
Bagalkot,Karnataka,48.9,242.0,0.12,0.0,17.3,51.5,49.6,45.4,0.36,2020,2025,67.9,45.7,-22.3,Improving,36658666.666666664,36.66,444335.0,12.12,6.65,15.97,2567.0,21.0,0.82,1703,High,10.0,43.8,70.0,10.2,27.5,Tier 4 - Low Priority,8368420.0,0.0
Chikkamagaluru,Karnataka,47.8,189.0,0.0,0.0,17.2,53.3,51.1,38.9,0.0,2020,2025,50.5,47.4,-3.0,Stable,36658666.666666664,36.66,444335.0,12.12,6.65,15.97,2567.0,21.0,0.82,1632,High,9.8,43.8,70.0,10.0,27.4,Tier 4 - Low Priority,8180173.0,0.0
Madikeri,Karnataka,41.4,163.0,0.0,0.0,19.9,48.2,42.7,31.5,0.0,2020,2025,61.3,40.2,-21.1,Improving,36658666.666666664,36.66,444335.0,12.12,6.65,15.97,2567.0,21.0,0.82,1590,High,9.5,43.8,70.0,10.0,27.3,Tier 4 - Low Priority,7084920.0,0.0
Raipur,Chhattisgarh,79.0,176.0,0.0,0.0,28.4,101.3,74.5,58.8,0.0,2022,2025,132.7,84.4,-48.3,Improving,10718666.666666666,10.72,177100.0,16.52,3.88,11.14,3495.0,17.0,0.49,897,Medium,16.2,16.2,100.0,10.0,27.2,Tier 4 - Low Priority,18407000.0,0.0
Chamarajanagar,Karnataka,44.8,169.0,0.0,0.0,11.1,45.1,47.3,41.5,0.0,2020,2025,52.1,44.9,-7.2,Stable,36658666.666666664,36.66,444335.0,12.12,6.65,15.97,2567.0,21.0,0.82,1517,High,8.2,43.8,70.0,10.0,26.8,Tier 4 - Low Priority,7666773.0,0.0
Bilaspur,Chhattisgarh,68.8,259.0,0.26,0.0,24.7,77.3,64.7,64.0,0.51,2021,2025,83.0,66.0,-17.0,Stable,10718666.666666666,10.72,177100.0,16.52,3.88,11.14,3495.0,17.0,0.49,1151,High,14.2,16.2,100.0,10.3,26.6,Tier 4 - Low Priority,16030400.0,0.0
Ooty,Tamil Nadu,61.1,164.0,0.0,0.0,24.0,61.8,70.2,50.6,0.0,2022,2025,58.1,76.5,18.4,Stable,46665333.333333336,46.67,538553.0,11.54,4.84,13.38,149.0,0.0,0.0,709,Medium,12.9,52.7,3.2,30.0,25.7,Tier 4 - Low Priority,606927.0,0.0
Kochi,Kerala,88.2,293.0,2.78,0.0,43.2,114.7,76.5,75.1,6.9,2020,2024,83.0,91.0,8.0,Stable,35778666.666666664,35.78,180124.0,5.03,8.58,24.36,155.0,1.0,0.65,1186,High,21.5,45.8,4.3,23.5,25.5,Tier 4 - Low Priority,911400.0,0.0
Vellore,Tamil Nadu,71.1,245.0,1.13,0.0,37.6,92.8,59.7,49.4,2.72,2022,2025,70.5,74.1,3.6,Stable,46665333.333333336,46.67,538553.0,11.54,4.84,13.38,149.0,0.0,0.0,441,Low,17.5,52.7,3.2,21.4,25.1,Tier 4 - Low Priority,706260.0,0.0
Ludhiana,Punjab,121.2,488.0,13.15,2.16,66.3,154.7,110.5,98.3,28.65,2017,2025,171.5,104.3,-67.1,Improving,15280000.0,15.28,175469.0,11.48,3.8,24.17,5.0,3.0,60.0,2829,High,34.7,25.6,0.3,24.3,24.7,Tier 4 - Low Priority,40400.0,0.0
Rupnagar,Punjab,116.8,500.0,9.24,0.87,57.8,146.1,110.9,93.0,17.6,2018,2025,103.8,112.7,8.9,Stable,15280000.0,15.28,175469.0,11.48,3.8,24.17,5.0,3.0,60.0,2186,High,30.8,25.6,0.3,28.8,24.4,Tier 4 - Low Priority,38933.0,0.0
Chengalpattu,Tamil Nadu,79.7,399.0,3.16,0.49,49.4,87.5,75.0,71.7,5.0,2022,2025,98.1,65.5,-32.6,Improving,46665333.333333336,46.67,538553.0,11.54,4.84,13.38,149.0,0.0,0.0,412,Low,21.8,52.7,3.2,12.5,24.4,Tier 4 - Low Priority,791687.0,0.0
Kozhikode,Kerala,58.4,417.0,0.2,0.2,23.8,68.7,56.0,50.2,0.6,2020,2023,48.2,77.9,29.7,Worsening,35778666.666666664,35.78,180124.0,5.03,8.58,24.36,155.0,1.0,0.65,998,Medium,12.6,45.8,4.3,30.3,24.1,Tier 4 - Low Priority,603467.0,0.0
Eloor,Kerala,60.1,180.0,0.0,0.0,20.4,67.0,62.9,50.2,0.0,2019,2025,37.9,66.1,28.2,Worsening,35778666.666666664,35.78,180124.0,5.03,8.58,24.36,155.0,1.0,0.65,1772,High,12.1,45.8,4.3,30.0,23.8,Tier 4 - Low Priority,621033.0,0.0
Chandigarh,Chandigarh,122.8,412.0,13.28,2.34,67.9,170.7,110.2,84.1,33.38,2019,2025,138.1,136.5,-1.7,Stable,1362333.3333333333,1.36,10897.0,8.0,4.53,41.58,0.0,0.0,0.0,2093,High,35.3,18.5,0.0,26.7,23.7,Tier 4 - Low Priority,0.0,0.0
Chennai,Tamil Nadu,84.5,399.0,1.88,0.11,38.1,97.4,81.0,75.6,3.76,2015,2025,113.9,72.7,-41.2,Improving,46665333.333333336,46.67,538553.0,11.54,4.84,13.38,149.0,0.0,0.0,3611,High,19.6,52.7,3.2,11.9,23.5,Tier 4 - Low Priority,839367.0,0.0
Amritsar,Punjab,117.2,464.0,10.71,1.53,62.0,151.0,104.9,95.3,23.11,2017,2025,140.1,98.6,-41.5,Improving,15280000.0,15.28,175469.0,11.48,3.8,24.17,5.0,3.0,60.0,2746,High,32.3,25.6,0.3,21.6,23.2,Tier 4 - Low Priority,39067.0,0.0
